no_below,no_above,idf,bool,norm,alpha,score
3,0.0316227766017,True,False,None,0.001,0.655593551539
3,0.0316227766017,True,False,None,0.01,0.6568400536
3,0.0316227766017,True,False,None,0.1,0.663362746283
3,0.0316227766017,True,False,None,1.0,0.668735083532
3,0.0316227766017,True,False,l2,0.001,0.0802827568796
3,0.0316227766017,True,False,l2,0.01,0.0778564206269
3,0.0316227766017,True,False,l2,0.1,0.0720081135903
3,0.0316227766017,True,False,l2,1.0,0.0264935064935
3,0.0316227766017,False,False,None,0.001,0.549047790155
3,0.0316227766017,False,False,None,0.01,0.563144788332
3,0.0316227766017,False,False,None,0.1,0.573539760732
3,0.0316227766017,False,False,None,1.0,0.548575473368
3,0.0316227766017,False,False,l2,0.001,0.0542893725992
3,0.0316227766017,False,False,l2,0.01,0.0537909836066
3,0.0316227766017,False,False,l2,0.1,0.044776119403
3,0.0316227766017,False,False,l2,1.0,0.0120355834642
3,0.0316227766017,False,True,None,0.001,0.532897128317
3,0.0316227766017,False,True,None,0.01,0.546272956428
3,0.0316227766017,False,True,None,0.1,0.555476275419
3,0.0316227766017,False,True,None,1.0,0.538709677419
3,0.1,True,False,None,0.001,0.67263488991
3,0.1,True,False,None,0.01,0.674390538257
3,0.1,True,False,None,0.1,0.681070699796
3,0.1,True,False,None,1.0,0.685666982025
3,0.1,True,False,l2,0.001,0.092801605217
3,0.1,True,False,l2,0.01,0.0918444165621
3,0.1,True,False,l2,0.1,0.0846347607053
3,0.1,True,False,l2,1.0,0.0264935064935
3,0.1,False,False,None,0.001,0.616669450476
3,0.1,False,False,None,0.01,0.627587348899
3,0.1,False,False,None,0.1,0.636169863912
3,0.1,False,False,None,1.0,0.621554711999
3,0.1,False,False,l2,0.001,0.0710840314801
3,0.1,False,False,l2,0.01,0.0696138211382
3,0.1,False,False,l2,0.1,0.0537496800614
3,0.1,False,False,l2,1.0,0.00734329923944
3,0.1,False,True,None,0.001,0.603201347936
3,0.1,False,True,None,0.01,0.615230460922
3,0.1,False,True,None,0.1,0.625825627477
3,0.1,False,True,None,1.0,0.611250208646
3,0.316227766017,True,False,None,0.001,0.671827748881
3,0.316227766017,True,False,None,0.01,0.673585133341
3,0.316227766017,True,False,None,0.1,0.679534827958
3,0.316227766017,True,False,None,1.0,0.684565345949
3,0.316227766017,True,False,l2,0.001,0.0904068307383
3,0.316227766017,True,False,l2,0.01,0.088486676722
3,0.316227766017,True,False,l2,0.1,0.0836693548387
3,0.316227766017,True,False,l2,1.0,0.027518172378
3,0.316227766017,False,False,None,0.001,0.614078881677
3,0.316227766017,False,False,None,0.01,0.624731715371
