no_below,no_above,idf,bool,norm,alpha,score
4,0.0316227766017,True,False,None,0.01,0.655950155763
4,0.0316227766017,True,False,None,0.1,0.662377830014
4,0.0316227766017,True,False,None,1.0,0.675228036486
4,0.0316227766017,True,False,l2,0.001,0.1209577882
4,0.0316227766017,True,False,l2,0.01,0.126046282619
4,0.0316227766017,True,False,l2,0.1,0.117617988634
4,0.0316227766017,True,False,l2,1.0,0.0223958333333
4,0.0316227766017,False,False,None,0.001,0.571983748454
4,0.0316227766017,False,False,None,0.01,0.580995792426
4,0.0316227766017,False,False,None,0.1,0.606764605398
4,0.0316227766017,False,False,None,1.0,0.576604554865
4,0.0316227766017,False,False,l2,0.001,0.0999000999001
4,0.0316227766017,False,False,l2,0.01,0.104633781764
4,0.0316227766017,False,False,l2,0.1,0.0898819984936
4,0.0316227766017,False,False,l2,1.0,0.0104794341106
4,0.0316227766017,False,True,None,0.001,0.558156155083
4,0.0316227766017,False,True,None,0.01,0.571831980233
4,0.0316227766017,False,True,None,0.1,0.593205725125
4,0.0316227766017,False,True,None,1.0,0.57177573338
4,0.1,True,False,None,0.001,0.665072372561
4,0.1,True,False,None,0.01,0.670507201002
4,0.1,True,False,None,0.1,0.676743897906
4,0.1,True,False,None,1.0,0.687357699221
4,0.1,True,False,l2,0.001,0.147931873479
4,0.1,True,False,l2,0.01,0.152427184466
4,0.1,True,False,l2,0.1,0.142508540752
4,0.1,True,False,l2,1.0,0.0249674902471
4,0.1,False,False,None,0.001,0.611983122363
4,0.1,False,False,None,0.01,0.620424536186
4,0.1,False,False,None,0.1,0.637528754519
4,0.1,False,False,None,1.0,0.622783978989
4,0.1,False,False,l2,0.001,0.116451932607
4,0.1,False,False,l2,0.01,0.117850953206
4,0.1,False,False,l2,0.1,0.10379241517
4,0.1,False,False,l2,1.0,0.00995807127883
4,0.1,False,True,None,0.001,0.604223433243
4,0.1,False,True,None,0.01,0.616239892183
4,0.1,False,True,None,0.1,0.63421877578
4,0.1,False,True,None,1.0,0.618645471104
4,0.316227766017,True,False,None,0.001,0.665074776926
4,0.316227766017,True,False,None,0.01,0.671083885486
4,0.316227766017,True,False,None,0.1,0.677311548459
4,0.316227766017,True,False,None,1.0,0.687215159511
4,0.316227766017,True,False,l2,0.001,0.146579011444
4,0.316227766017,True,False,l2,0.01,0.152427184466
4,0.316227766017,True,False,l2,0.1,0.142961697975
4,0.316227766017,True,False,l2,1.0,0.0229107003385
4,0.316227766017,False,False,None,0.001,0.608489768307
4,0.316227766017,False,False,None,0.01,0.619374268027
4,0.316227766017,False,False,None,0.1,0.638660978011
4,0.316227766017,False,False,None,1.0,0.623380882112
4,0.316227766017,False,False,l2,0.001,0.10997760637
4,0.316227766017,False,False,l2,0.01,0.116071428571
4,0.316227766017,False,False,l2,0.1,0.0928948029124
4,0.316227766017,False,False,l2,1.0,0.00786988457503
4,0.316227766017,False,True,None,0.001,0.602417844373
4,0.316227766017,False,True,None,0.01,0.618151260504
4,0.316227766017,False,True,None,0.1,0.633872565203
4,0.316227766017,False,True,None,1.0,0.617856551267
5,0.01,True,False,None,0.001,0.632668144863
5,0.01,True,False,None,0.01,0.636307843378
5,0.01,True,False,None,0.1,0.642787524366
5,0.01,True,False,None,1.0,0.652220502441
5,0.01,True,False,l2,0.001,0.096975756061
5,0.01,True,False,l2,0.01,0.102193419741
5,0.01,True,False,l2,0.1,0.0974025974026
5,0.01,True,False,l2,1.0,0.019300991132
5,0.01,False,False,None,0.001,0.515264333582
5,0.01,False,False,None,0.01,0.526742899299
5,0.01,False,False,None,0.1,0.543869209809
5,0.01,False,False,None,1.0,0.525429930479
5,0.01,False,False,l2,0.001,0.0845495722194
5,0.01,False,False,l2,0.01,0.0850314465409
5,0.01,False,False,l2,0.1,0.0749177423437
5,0.01,False,False,l2,1.0,0.00995807127883
5,0.01,False,True,None,0.001,0.498396528957
5,0.01,False,True,None,0.01,0.512131392311
5,0.01,False,True,None,0.1,0.530642201835
5,0.01,False,True,None,1.0,0.522940851299
5,0.0316227766017,True,False,None,0.001,0.65753762645
5,0.0316227766017,True,False,None,0.01,0.662409431413
5,0.0316227766017,True,False,None,0.1,0.667561302916
5,0.0316227766017,True,False,None,1.0,0.673019654556
5,0.0316227766017,True,False,l2,0.001,0.110697443534
5,0.0316227766017,True,False,l2,0.01,0.117705242334
5,0.0316227766017,True,False,l2,0.1,0.105446406367
5,0.0316227766017,True,False,l2,1.0,0.023939630497
5,0.0316227766017,False,False,None,0.001,0.575035063114
5,0.0316227766017,False,False,None,0.01,0.584508268059
5,0.0316227766017,False,False,None,0.1,0.605316973415
5,0.0316227766017,False,False,None,1.0,0.574240331492
5,0.0316227766017,False,False,l2,0.001,0.0913654618474
5,0.0316227766017,False,False,l2,0.01,0.09662077597
5,0.0316227766017,False,False,l2,0.1,0.079797979798
5,0.0316227766017,False,False,l2,1.0,0.0151594354417
5,0.0316227766017,False,True,None,0.001,0.563539823009
5,0.0316227766017,False,True,None,0.01,0.575778788939
5,0.0316227766017,False,True,None,0.1,0.592656438545
5,0.0316227766017,False,True,None,1.0,0.565445026178
5,0.1,True,False,None,0.001,0.668309512075
5,0.1,True,False,None,0.01,0.672557682867
5,0.1,True,False,None,0.1,0.678032148076
5,0.1,True,False,None,1.0,0.686372269706
5,0.1,True,False,l2,0.001,0.140625
